video_game,price,kind,link,devoloper,platform,type
Audiosurf 2,"71,99 €",Strategy,https://sandbox.oxylabs.io/products/1719, BestGameEver.com,N/A,singleplayer
Jade Cocoon 2,"79,99 €",Turn-Based,https://sandbox.oxylabs.io/products/1720, Genki,N/A,multiplayer
WWF SmackDown! Just Bring It,"73,99 €",4X,https://sandbox.oxylabs.io/products/1721, Yuke's,N/A,multiplayer
Myth III: The Wolf Age,"68,99 €",Adventure,https://sandbox.oxylabs.io/products/1722, MumboJumbo,N/A,multiplayer
Record of Lodoss War,"83,99 €",3D,https://sandbox.oxylabs.io/products/1723, Neverland,N/A,
Speed Devils Online Racing,"81,99 €",First-Person,https://sandbox.oxylabs.io/products/1724, Ubisoft Montreal,N/A,
Rune (2000),"75,99 €",Role-Playing,https://sandbox.oxylabs.io/products/1725, Human Head Studios,N/A,multiplayer
Art Style: light trax,"76,99 €",Third-Person,https://sandbox.oxylabs.io/products/1726, Skip Ltd.,N/A,singleplayer
JYDGE,"66,99 €",Role-Playing,https://sandbox.oxylabs.io/products/1727, 10tons,N/A,singleplayer
Future Unfolding,"66,99 €",General,https://sandbox.oxylabs.io/products/1728, Spaces of Play,N/A,singleplayer
Pode,"75,99 €",Adventure,https://sandbox.oxylabs.io/products/1729, Henchman & Goon,N/A,singleplayer
Story of Seasons,"80,99 €",3D,https://sandbox.oxylabs.io/products/1730, Marvelous AQL,N/A,singleplayer
Aliens: Infestation,"82,99 €",Third-Person,https://sandbox.oxylabs.io/products/1731, Gearbox Software,N/A,
Necrobarista: Final Pour,"76,99 €",Breeding/Constructing,https://sandbox.oxylabs.io/products/1732, Coconut Island Games,N/A,singleplayer
Stirring Abyss,"68,99 €",Strategy,https://sandbox.oxylabs.io/products/1733, Sleepy Sentry,N/A,singleplayer
The Swords of Ditto: Mormo's Curse,"70,99 €",General,https://sandbox.oxylabs.io/products/1734, One Bit Beyond,N/A,singleplayer
Serious Sam's Bogus Detour,"83,99 €",Action,https://sandbox.oxylabs.io/products/1735, Crackshell,N/A,multiplayer
Atelier Shallie: Alchemists of the Dusk Sea,"77,99 €",Platformer,https://sandbox.oxylabs.io/products/1736, Gust,N/A,singleplayer
The Lost Chronicles of Zerzura,"68,99 €",2D,https://sandbox.oxylabs.io/products/1737, Cranberry Production,N/A,
Nancy Drew: Warnings at Waverly Academy,"69,99 €",Action,https://sandbox.oxylabs.io/products/1738, Her Interactive,N/A,
Race Driver: Create & Race,"70,99 €",Adventure,https://sandbox.oxylabs.io/products/1739, Firebrand Games,N/A,multiplayer
Overlord,"83,99 €",General,https://sandbox.oxylabs.io/products/1740, Triumph Studios,N/A,multiplayer
Mega Man ZX,"89,99 €",Visual Novel,https://sandbox.oxylabs.io/products/1741, Inti Creates,N/A,singleplayer
Battalion Wars,"86,99 €",Strategy,https://sandbox.oxylabs.io/products/1742, Kuju Entertainment,N/A,singleplayer
Super Mario Strikers,"86,99 €",Turn-Based,https://sandbox.oxylabs.io/products/1743, Next Level Games,N/A,multiplayer
Mario Superstar Baseball,"84,99 €",Tactics,https://sandbox.oxylabs.io/products/1744, Namco,N/A,multiplayer
Assassin's Creed: Brotherhood - The Da Vinci Disappearance,"78,99 €",Role-Playing,https://sandbox.oxylabs.io/products/1745, Ubisoft Montreal,N/A,singleplayer
"Wallace & Gromit's Grand Adventures, Episode 1: Fright of the Bumblebees","76,99 €",Action RPG,https://sandbox.oxylabs.io/products/1746, Telltale Games,N/A,
Order Up!,"85,99 €",Action,https://sandbox.oxylabs.io/products/1747, SuperVillain Studios,N/A,singleplayer
Din's Curse,"76,99 €",Shooter,https://sandbox.oxylabs.io/products/1748, Soldak Entertainment,N/A,multiplayer
Hyrule Warriors,"83,99 €","""Shoot-Em-Up""",https://sandbox.oxylabs.io/products/1749, Omega Force,N/A,singleplayer
Wraith: The Oblivion - Afterlife,"78,99 €",Top-Down,https://sandbox.oxylabs.io/products/1750, Fast Travel Games,N/A,singleplayer
ShootMania Storm,"73,99 €",Role-Playing,https://sandbox.oxylabs.io/products/1751, Nadeo,N/A,
Post Void,"78,99 €",General,https://sandbox.oxylabs.io/products/1752, YCJY Games,N/A,singleplayer
Utawarerumono: Prelude to the Fallen,"59,99 €",Japanese-Style,https://sandbox.oxylabs.io/products/1753, Aqua Plus,N/A,singleplayer
Feudal Alloy,"74,99 €",Adventure,https://sandbox.oxylabs.io/products/1754, Lukas Navratil,N/A,singleplayer
Aggressors: Ancient Rome,"82,99 €",General,https://sandbox.oxylabs.io/products/1755, Kubat Software,N/A,singleplayer
Crawl,"65,99 €",Adventure,https://sandbox.oxylabs.io/products/1756, Powerhoof,N/A,singleplayer
The Magic Circle: Gold Edition,"71,99 €",3D,https://sandbox.oxylabs.io/products/1757, Question,N/A,
DISTRAINT,"75,99 €",First-Person,https://sandbox.oxylabs.io/products/1758, Jesse Makkonen,N/A,singleplayer
Sayonara UmiharaKawase +,"82,99 €",Modern,https://sandbox.oxylabs.io/products/1759, Studio Saizensen,N/A,
Digimon Story Cyber Sleuth: Complete Edition,"65,99 €",Driving,https://sandbox.oxylabs.io/products/1760, Media.Vision,N/A,multiplayer
Payday: The Heist,"77,99 €",Action,https://sandbox.oxylabs.io/products/1761, Overkill Software,N/A,
Snoopy vs. the Red Baron,"82,99 €",Shooter,https://sandbox.oxylabs.io/products/1762, Smart Bomb Interactive,N/A,multiplayer
Paper Mario: Color Splash,"71,99 €",First-Person,https://sandbox.oxylabs.io/products/1763, Nintendo,N/A,singleplayer
The Wild At Heart,"73,99 €",Fantasy,https://sandbox.oxylabs.io/products/1764, Moonlight Kids,N/A,singleplayer
Everybody's Gone to the Rapture,"54,99 €",Arcade,https://sandbox.oxylabs.io/products/1765, The Chinese Room,N/A,singleplayer
Phantom Brave: We Meet Again,"82,99 €",Action Adventure,https://sandbox.oxylabs.io/products/1766, Nippon Ichi Software,N/A,singleplayer
Midtown Madness 3,"82,99 €",Fantasy,https://sandbox.oxylabs.io/products/1767, Digital Illusions,N/A,multiplayer
Grand Prix Challenge,"83,99 €",General,https://sandbox.oxylabs.io/products/1768, Atari,N/A,multiplayer
Summoner 2,"84,99 €",Role-Playing,https://sandbox.oxylabs.io/products/1769, Volition Inc.,N/A,singleplayer
SingStar Amped,"76,99 €",Japanese-Style,https://sandbox.oxylabs.io/products/1770, SCEE London Studio,N/A,multiplayer
Artifact,"22,99 €",Adventure,https://sandbox.oxylabs.io/products/1771, Valve Software,N/A,multiplayer
Diablo III: Rise of the Necromancer,"46,99 €",General,https://sandbox.oxylabs.io/products/1772, Blizzard Entertainment,N/A,
Wii Sports,"81,99 €",Adventure,https://sandbox.oxylabs.io/products/1773, Nintendo,N/A,singleplayer
The Sims 2: Nightlife,"68,99 €",3D,https://sandbox.oxylabs.io/products/1774, Maxis,N/A,singleplayer
Konami Classics Series: Arcade Hits,"76,99 €",First-Person,https://sandbox.oxylabs.io/products/1775, M2,N/A,singleplayer
Nobunaga's Ambition: Iron Triangle,"83,99 €",Strategy,https://sandbox.oxylabs.io/products/1776, Koei,N/A,singleplayer
Scene It? Box Office Smash,"74,99 €",Turn-Based,https://sandbox.oxylabs.io/products/1777, Krome Studios,N/A,multiplayer
Langrisser I & II,"76,99 €",Fantasy,https://sandbox.oxylabs.io/products/1778, Kadokawa,N/A,singleplayer
Worms,"76,99 €",Tactics,https://sandbox.oxylabs.io/products/1779, Team17,N/A,multiplayer
Suikoden V,"87,99 €",Driving,https://sandbox.oxylabs.io/products/1780, Konami,N/A,singleplayer
Demigod,"77,99 €",Mission-based,https://sandbox.oxylabs.io/products/1781, Gas Powered Games,N/A,multiplayer
The Sims 4: Paranormal Stuff Pack,"76,99 €",Driving,https://sandbox.oxylabs.io/products/1782, Maxis,N/A,singleplayer
The Jackbox Party Pack 7,"75,99 €",Racing,https://sandbox.oxylabs.io/products/1783," Jackbox Games, Inc.",N/A,multiplayer
Amnesia Collection,"82,99 €",Formula One,https://sandbox.oxylabs.io/products/1784, Frictional Games,N/A,singleplayer
XType Plus,"82,99 €",Role-Playing,https://sandbox.oxylabs.io/products/1785, PhobosLab,N/A,
Pokemon Emerald Version,"89,99 €",Action RPG,https://sandbox.oxylabs.io/products/1786, Game Freak,N/A,multiplayer
Tales of Hearts R,"81,99 €",Miscellaneous,https://sandbox.oxylabs.io/products/1787, 7thChord,N/A,singleplayer
1000 Tiny Claws,"63,99 €",Rhythm,https://sandbox.oxylabs.io/products/1788, Mediatonic,N/A,
Heavy Rain Chronicles Episode 1: The Taxidermist,"77,99 €",Music,https://sandbox.oxylabs.io/products/1789, Quantic Dream,N/A,singleplayer
Seasons After Fall,"71,99 €",Strategy,https://sandbox.oxylabs.io/products/1790, Swing Swing Submarine,N/A,singleplayer
Xuan-Yuan Sword 7,"70,99 €",Turn-Based,https://sandbox.oxylabs.io/products/1791, SOFTSTAR Entertainment,N/A,singleplayer
Descenders,"48,99 €",Card Battle,https://sandbox.oxylabs.io/products/1792, RageSquid,N/A,singleplayer
Defector,"39,99 €",Action Adventure,https://sandbox.oxylabs.io/products/1793, Twisted Pixel Games,N/A,singleplayer
Sly Cooper: Thieves in Time,"79,99 €",Linear,https://sandbox.oxylabs.io/products/1794, Sanzaru Games,N/A,singleplayer
NCAA Basketball 10,"77,99 €",Action Adventure,https://sandbox.oxylabs.io/products/1795, EA Canada,N/A,multiplayer
Baten Kaitos Origins,"85,99 €",Fantasy,https://sandbox.oxylabs.io/products/1796, Monolith Soft,N/A,singleplayer
The Persistence,"51,99 €",General,https://sandbox.oxylabs.io/products/1797, Firesprite,N/A,singleplayer
Deus Ex: Mankind Divided - System Rift,"64,99 €",Sports,https://sandbox.oxylabs.io/products/1798, Eidos Montreal,N/A,
Back to the Future: The Game - Episode V: OUTATIME,"71,99 €",Traditional,https://sandbox.oxylabs.io/products/1799, Telltale Games,N/A,
Sam & Max Save the World Remastered,"43,99 €",Team,https://sandbox.oxylabs.io/products/1800, Skunkape Games,N/A,singleplayer
Hakuoki: Edo Blossoms,"68,99 €",Basketball,https://sandbox.oxylabs.io/products/1801, Otomate,N/A,singleplayer
Speed Racer,"74,99 €",Sim,https://sandbox.oxylabs.io/products/1802, Virtuos,N/A,singleplayer
Road 96,"81,99 €",Role-Playing,https://sandbox.oxylabs.io/products/1803, Digixart Entertainment,N/A,
Actual Sunlight,"63,99 €",Console-style RPG,https://sandbox.oxylabs.io/products/1804, Will O'Neill,N/A,
Resident Evil: The Darkside Chronicles,"78,99 €",Adventure,https://sandbox.oxylabs.io/products/1805, Cavia Inc.,N/A,singleplayer
Naruto: Ultimate Ninja,"76,99 €",3D,https://sandbox.oxylabs.io/products/1806, CyberConnect2,N/A,multiplayer
Chicken Run,"69,99 €",First-Person,https://sandbox.oxylabs.io/products/1807, Blitz Games,N/A,singleplayer
A Rose in the Twilight,"79,99 €",Action Adventure,https://sandbox.oxylabs.io/products/1808, Nippon Ichi Software,N/A,
Dreamfall: The Longest Journey,"85,99 €",General,https://sandbox.oxylabs.io/products/1809, Funcom,N/A,singleplayer
TrackMania DS,"72,99 €",Action Adventure,https://sandbox.oxylabs.io/products/1810, Firebrand Games,N/A,
Deemo Reborn,"76,99 €",Adventure,https://sandbox.oxylabs.io/products/1811, Rayark Inc.,N/A,singleplayer
Ace Combat X: Skies of Deception,"84,99 €",Sci-Fi,https://sandbox.oxylabs.io/products/1812, Project Aces,N/A,multiplayer
Battle of Britain II: Wings of Victory,"40,99 €",3D,https://sandbox.oxylabs.io/products/1813, Shockwave Productions,N/A,singleplayer
Battlezone 98 Redux,"87,99 €",Third-Person,https://sandbox.oxylabs.io/products/1814, Big Boat Interactive,N/A,
Dementium II,"85,99 €",Adventure,https://sandbox.oxylabs.io/products/1815, Renegade Kid,N/A,
Shin Megami Tensei: Persona 2 - Innocent Sin,"52,99 €",Point-and-Click,https://sandbox.oxylabs.io/products/1816, ITL,N/A,singleplayer
Blitzkrieg 2,"72,99 €",Adventure,https://sandbox.oxylabs.io/products/1817, Nival Interactive,N/A,multiplayer
One Piece: Pirate Warriors 4,"77,99 €",Visual Novel,https://sandbox.oxylabs.io/products/1818, Omega Force,N/A,multiplayer
Cattails,"72,99 €",Driving,https://sandbox.oxylabs.io/products/1819, Falcon Development,N/A,singleplayer
Sonic & Sega All-Stars Racing with Banjo-Kazooie,"77,99 €",Racing,https://sandbox.oxylabs.io/products/1820, Sumo Digital,N/A,multiplayer
Angry Video Game Nerd I & II Deluxe,"78,99 €",Arcade,https://sandbox.oxylabs.io/products/1821, FreakZone,N/A,singleplayer
Infinite Space,"82,99 €",Drag,https://sandbox.oxylabs.io/products/1822, PlatinumGames,N/A,
Labyrinth City: Pierre the Maze Detective,"75,99 €",Futuristic,https://sandbox.oxylabs.io/products/1823, Darjeeling,N/A,singleplayer
F.E.A.R. Extraction Point,"75,99 €",Adventure,https://sandbox.oxylabs.io/products/1824, Monolith Productions,N/A,multiplayer
Evil Genius,"83,99 €",Strategy,https://sandbox.oxylabs.io/products/1825, Elixir Studios,N/A,singleplayer
Digimon Story Cyber Sleuth,"81,99 €",Real-Time,https://sandbox.oxylabs.io/products/1826, Media.Vision,N/A,multiplayer
Norn9: Var Commons,"72,99 €",Modern,https://sandbox.oxylabs.io/products/1827, Idea Factory,N/A,singleplayer
Noby Noby Boy,"71,99 €",General,https://sandbox.oxylabs.io/products/1828, Bandai Namco Games,N/A,
Tempest 4000,"53,99 €",Role-Playing,https://sandbox.oxylabs.io/products/1829, Llamasoft,N/A,singleplayer
Shardlight,"68,99 €",Japanese-Style,https://sandbox.oxylabs.io/products/1830, Wadjet Eye Games,N/A,singleplayer
Naruto: Ultimate Ninja 3,"86,99 €",Trainer,https://sandbox.oxylabs.io/products/1831, CyberConnect2,N/A,multiplayer
LUNA The Shadow Dust,"70,99 €",Adventure,https://sandbox.oxylabs.io/products/1832, Lantern Studio,N/A,singleplayer
.hack//Infection Part 1,"83,99 €",General,https://sandbox.oxylabs.io/products/1833, CyberConnect2,N/A,singleplayer
Sonic Mega Collection,"86,99 €",Visual Novel,https://sandbox.oxylabs.io/products/1834, Sonic Team,N/A,multiplayer
Jackie Chan Adventures,"80,99 €",Action,https://sandbox.oxylabs.io/products/1835, Torus Games,N/A,singleplayer
Indiana Jones and the Infernal Machine,"80,99 €",General,https://sandbox.oxylabs.io/products/1836, Factor 5,N/A,
Jazzpunk,"77,99 €",Action,https://sandbox.oxylabs.io/products/1837, Necrophone,N/A,
Gran Turismo Sport,"61,99 €",Shooter,https://sandbox.oxylabs.io/products/1838, Polyphony Digital,N/A,multiplayer
MIND: Path to Thalamus,"69,99 €","""Shoot-Em-Up""",https://sandbox.oxylabs.io/products/1839, Carlos Coronado,N/A,singleplayer
Etrian Odyssey,"85,99 €",Top-Down,https://sandbox.oxylabs.io/products/1840, Lancarse,N/A,singleplayer
Field of Glory II: Medieval,"73,99 €",Adventure,https://sandbox.oxylabs.io/products/1841, Slitherine,N/A,multiplayer
Atom Zombie Smasher,"71,99 €",Point-and-Click,https://sandbox.oxylabs.io/products/1842, Blendo Games,N/A,singleplayer
Left 4 Dead 2: The Passing,"75,99 €",Action,https://sandbox.oxylabs.io/products/1843, Valve Software,N/A,
Blade Strangers,"79,99 €",Fighting,https://sandbox.oxylabs.io/products/1844, Studio Saizensen,N/A,multiplayer
Stikbold! A Dodgeball Adventure,"70,99 €",3D,https://sandbox.oxylabs.io/products/1845, Reign Bros,N/A,
Atelier Sophie: The Alchemist of the Mysterious Book,"78,99 €",Adventure,https://sandbox.oxylabs.io/products/1846, Gust,N/A,singleplayer
Inazuma Eleven Go: Shadow,"72,99 €",General,https://sandbox.oxylabs.io/products/1847, Level 5,N/A,
Yooka-Laylee,"74,99 €",Point-and-Click,https://sandbox.oxylabs.io/products/1848, Playtonic Games,N/A,singleplayer
Dance Dance Revolution Ultramix 3,"86,99 €",Role-Playing,https://sandbox.oxylabs.io/products/1849, Konami,N/A,multiplayer
Zubo,"76,99 €",Action RPG,https://sandbox.oxylabs.io/products/1850, EA Bright Light,N/A,singleplayer
The House of the Dead: Overkill - Extended Cut,"74,99 €",Miscellaneous,https://sandbox.oxylabs.io/products/1851, Headstrong Games,N/A,singleplayer
DiRT Showdown,"66,99 €",Compilation,https://sandbox.oxylabs.io/products/1852, Codemasters,N/A,multiplayer
The Falconeer: Warrior Edition,"75,99 €",Action,https://sandbox.oxylabs.io/products/1853, Tomas Sala,N/A,
Blizzard Arcade Collection,"75,99 €","""Beat-Em-Up""",https://sandbox.oxylabs.io/products/1854, Blizzard Entertainment,N/A,singleplayer
Shiren The Wanderer: The Tower of Fortune and the Dice of Fate,"78,99 €",Action Adventure,https://sandbox.oxylabs.io/products/1855, Spike Chunsoft,N/A,singleplayer
QV,"75,99 €",Historic,https://sandbox.oxylabs.io/products/1856, Izzle,N/A,
Drake Hollow,"66,99 €",Action Adventure,https://sandbox.oxylabs.io/products/1857, The Molasses Flood,N/A,singleplayer
Death Come True,"41,99 €",General,https://sandbox.oxylabs.io/products/1858, Izanagi Games,N/A,singleplayer
Evan's Remains,"75,99 €",Adventure,https://sandbox.oxylabs.io/products/1859, Matias Schmied,N/A,singleplayer
Headliner: NoviNews,"76,99 €",General,https://sandbox.oxylabs.io/products/1860, Unbound Creations,N/A,singleplayer
We. The Revolution,"74,99 €",Adventure,https://sandbox.oxylabs.io/products/1861, Polyslash,N/A,singleplayer
MotoGP 19,"74,99 €",General,https://sandbox.oxylabs.io/products/1862, Milestone S.r.l,N/A,multiplayer
X-Morph: Defense,"81,99 €",Adventure,https://sandbox.oxylabs.io/products/1863, EXOR Studios,N/A,singleplayer
City of Brass,"66,99 €",General,https://sandbox.oxylabs.io/products/1864, Uppercut Games Pty Ltd,N/A,singleplayer
Bulb Boy,"73,99 €",Adventure,https://sandbox.oxylabs.io/products/1865, Bulbware,N/A,singleplayer
Stars in Shadow,"83,99 €",General,https://sandbox.oxylabs.io/products/1866, Ashdar Games,N/A,singleplayer
Road to Ballhalla,"71,99 €",Racing,https://sandbox.oxylabs.io/products/1867, Torched Hill,N/A,singleplayer
Dengeki Bunko: Fighting Climax,"84,99 €",Simulation,https://sandbox.oxylabs.io/products/1868, Sega,N/A,multiplayer
Airscape: The Fall of Gravity,"66,99 €",Automobile,https://sandbox.oxylabs.io/products/1869, Cross-Product,N/A,singleplayer
Call of Duty: Advanced Warfare - Reckoning,"57,99 €",Strategy,https://sandbox.oxylabs.io/products/1870, Sledgehammer Games,N/A,
Call of Duty: Advanced Warfare - Ascendance,"67,99 €",Real-Time,https://sandbox.oxylabs.io/products/1871, Sledgehammer Games,N/A,
GRID Autosport,"60,99 €",Defense,https://sandbox.oxylabs.io/products/1872, Codemasters,N/A,multiplayer
Blood of the Werewolf,"66,99 €",Action Adventure,https://sandbox.oxylabs.io/products/1873, Scientifically Proven,N/A,
Super Ultra Dead Rising 3' Arcade Remix Hyper Edition EX Plus Alpha,"62,99 €",General,https://sandbox.oxylabs.io/products/1874, Capcom Vancouver,N/A,
Akai Katana,"81,99 €",Adventure,https://sandbox.oxylabs.io/products/1875, Cave,N/A,singleplayer
Supreme Commander 2,"70,99 €",Point-and-Click,https://sandbox.oxylabs.io/products/1876, Gas Powered Games,N/A,multiplayer
The Sims 2 Apartment Life,"77,99 €",Strategy,https://sandbox.oxylabs.io/products/1877, Electronic Arts,N/A,singleplayer
City Life: World Edition,"75,99 €",Turn-Based,https://sandbox.oxylabs.io/products/1878, Monte Cristo Multimedia,N/A,singleplayer
Bust-A-Move DS,"73,99 €",General,https://sandbox.oxylabs.io/products/1879, Happy Happening,N/A,singleplayer
Star Wars Rogue Squadron III: Rebel Strike,"76,99 €",4X,https://sandbox.oxylabs.io/products/1880, Factor 5,N/A,multiplayer
Savage: The Battle for Newerth,"76,99 €",Puzzle,https://sandbox.oxylabs.io/products/1881, S2 Games,N/A,multiplayer
